customer_id,total_cards,first_seen,home_region,total_txns
C12626,2,2016-07-02 21:36:56,441.0,74
C05576,1,2016-07-02 21:39:30,264.0,9
C11362,2,2016-07-02 21:40:29,299.0,58
C13117,1,2016-07-02 21:41:54,315.0,8
C06840,3,2016-07-02 21:43:07,264.0,123
C02708,1,2016-07-02 21:44:48,191.0,22
C05393,1,2016-07-02 21:48:39,204.0,5
C13408,1,2016-07-02 21:49:21,337.0,26
C01782,3,2016-07-02 21:50:31,433.0,123
C08780,1,2016-07-02 21:59:33,,4
C00779,1,2016-07-02 22:01:55,337.0,198
C09795,2,2016-07-02 22:07:16,231.0,75
C06681,1,2016-07-02 22:07:29,433.0,13
C10015,1,2016-07-02 22:12:20,299.0,26
C03933,1,2016-07-02 22:14:48,123.0,314
C11872,1,2016-07-02 22:15:42,512.0,7
C00081,2,2016-07-02 22:16:22,472.0,50
C03696,1,2016-07-02 22:19:15,123.0,156
C11726,1,2016-07-02 22:21:10,,2
C10365,1,2016-07-02 22:23:18,337.0,49
C12826,2,2016-07-02 22:25:52,472.0,21
C08240,1,2016-07-02 22:32:05,441.0,7
C01002,1,2016-07-02 22:33:31,,202
C05820,1,2016-07-02 22:34:57,231.0,92
C03449,1,2016-07-02 22:36:19,,23
C09733,1,2016-07-02 22:40:22,204.0,93
C07626,2,2016-07-02 22:41:54,299.0,75
C02780,2,2016-07-02 22:47:54,325.0,695
C06873,1,2016-07-02 22:49:49,494.0,31
C06438,1,2016-07-02 22:53:08,325.0,139
C04281,1,2016-07-02 22:56:29,,2
C10227,1,2016-07-02 22:57:09,,1
C01661,1,2016-07-02 22:58:50,269.0,12
C00386,1,2016-07-02 22:59:20,325.0,72
C03061,2,2016-07-02 23:05:10,181.0,23
C06306,1,2016-07-02 23:06:04,299.0,2
C00543,1,2016-07-02 23:11:56,325.0,97
C08875,1,2016-07-02 23:14:14,264.0,16
C02112,1,2016-07-02 23:16:18,330.0,28
C13486,2,2016-07-02 23:17:52,191.0,382
C03024,2,2016-07-02 23:18:52,299.0,93
C00704,1,2016-07-02 23:20:23,299.0,56
C11479,1,2016-07-02 23:20:46,122.0,28
C09742,2,2016-07-02 23:21:44,,65
C10949,1,2016-07-02 23:25:25,,25
C09289,1,2016-07-02 23:25:40,299.0,101
C11590,1,2016-07-02 23:28:49,,1
C10922,2,2016-07-02 23:29:27,315.0,56
C01979,1,2016-07-02 23:31:09,,4
C10998,1,2016-07-02 23:42:47,,11
C13015,2,2016-07-02 23:44:35,205.0,230
C09362,1,2016-07-02 23:45:59,,11
C00213,1,2016-07-02 23:48:03,498.0,17
C05289,2,2016-07-02 23:49:01,325.0,683
C06683,1,2016-07-02 23:50:18,485.0,54
C04075,1,2016-07-02 23:50:51,315.0,7
C13512,1,2016-07-02 23:51:09,204.0,77
C07641,1,2016-07-02 23:51:32,485.0,65
C11509,2,2016-07-02 23:51:35,,2686
C12289,1,2016-07-02 23:52:28,315.0,35
C01390,1,2016-07-02 23:55:24,433.0,35
C12796,3,2016-07-03 00:00:00,123.0,44
C12841,1,2016-07-03 00:00:30,181.0,7
C08447,1,2016-07-03 00:01:50,272.0,7
C08719,1,2016-07-03 00:02:29,,4
C01119,2,2016-07-03 00:04:01,264.0,3560
C09365,2,2016-07-03 00:08:16,204.0,1916
C04025,1,2016-07-03 00:09:32,337.0,4
C11489,1,2016-07-03 00:09:54,126.0,54
C03085,1,2016-07-03 00:12:00,498.0,74
C09791,1,2016-07-03 00:14:19,,121
C06220,1,2016-07-03 00:15:00,325.0,323
C12712,1,2016-07-03 00:15:11,512.0,41
C02740,1,2016-07-03 00:16:05,472.0,560
C06190,1,2016-07-03 00:16:27,472.0,364
C11543,2,2016-07-03 00:18:13,264.0,572
C08219,1,2016-07-03 00:19:17,327.0,85
C04083,1,2016-07-03 00:22:18,,8
C02962,1,2016-07-03 00:25:24,315.0,20
C05542,1,2016-07-03 00:25:26,472.0,1
C06940,1,2016-07-03 00:25:28,,344
C00067,1,2016-07-03 00:25:44,205.0,7
C06644,1,2016-07-03 00:27:08,264.0,2
C02198,1,2016-07-03 00:27:50,299.0,61
C09902,2,2016-07-03 00:28:50,181.0,360
C05969,1,2016-07-03 00:29:55,110.0,5
C12852,1,2016-07-03 00:30:28,143.0,6
C05327,1,2016-07-03 00:31:10,498.0,17
C01296,1,2016-07-03 00:33:55,299.0,2
C02398,1,2016-07-03 00:34:03,272.0,6
C01618,2,2016-07-03 00:34:07,325.0,912
C13227,1,2016-07-03 00:34:19,502.0,110
C09710,1,2016-07-03 00:34:44,,13
C00854,2,2016-07-03 00:35:59,325.0,7945
C04288,1,2016-07-03 00:36:29,315.0,12
C13054,1,2016-07-03 00:38:38,325.0,68
C07987,2,2016-07-03 00:38:45,325.0,248
C12166,2,2016-07-03 00:40:14,299.0,3977
C02855,1,2016-07-03 00:42:56,330.0,19
C06224,2,2016-07-03 00:45:08,325.0,6771
C06031,2,2016-07-03 00:45:34,315.0,1308
C02897,1,2016-07-03 00:47:47,325.0,609
C04030,1,2016-07-03 00:50:04,205.0,2
C11045,1,2016-07-03 00:54:06,,3
C02076,1,2016-07-03 00:54:20,485.0,32
C09933,2,2016-07-03 00:57:14,264.0,2792
C03427,2,2016-07-03 00:58:01,272.0,1267
C01860,1,2016-07-03 01:00:07,327.0,51
C05259,1,2016-07-03 01:01:14,123.0,5
C10469,1,2016-07-03 01:03:50,126.0,31
C10570,1,2016-07-03 01:04:04,512.0,8
C11973,1,2016-07-03 01:04:17,299.0,24
C11380,1,2016-07-03 01:04:52,485.0,6
C01818,2,2016-07-03 01:05:44,387.0,36
C03549,1,2016-07-03 01:06:11,299.0,133
C11249,1,2016-07-03 01:08:27,337.0,209
C04500,2,2016-07-03 01:09:30,315.0,206
C01776,1,2016-07-03 01:10:51,184.0,31
C05061,1,2016-07-03 01:11:52,191.0,110
C12519,1,2016-07-03 01:13:55,325.0,19
C10968,1,2016-07-03 01:14:09,,10
C10849,1,2016-07-03 01:14:23,,4
C02437,1,2016-07-03 01:15:07,441.0,1
C05332,2,2016-07-03 01:16:51,433.0,19
C05973,1,2016-07-03 01:16:52,272.0,347
C04434,1,2016-07-03 01:17:39,469.0,38
C09911,1,2016-07-03 01:17:50,191.0,15
C13290,1,2016-07-03 01:21:42,327.0,59
C00249,1,2016-07-03 01:23:01,204.0,34
C13114,1,2016-07-03 01:25:24,441.0,67
C08461,1,2016-07-03 01:30:06,299.0,16
C10383,3,2016-07-03 01:31:04,264.0,707
C04186,1,2016-07-03 01:33:24,315.0,11
C07608,1,2016-07-03 01:34:29,,3
C00382,1,2016-07-03 01:35:58,,13
C09560,1,2016-07-03 01:36:19,204.0,7
C02867,1,2016-07-03 01:40:28,315.0,44
C08872,1,2016-07-03 01:40:34,315.0,65
C10507,2,2016-07-03 01:41:15,264.0,1024
C04983,1,2016-07-03 01:41:33,,8
C03738,2,2016-07-03 01:42:14,441.0,2364
C05513,2,2016-07-03 01:43:21,324.0,178
C07581,1,2016-07-03 01:45:53,251.0,14
C06705,1,2016-07-03 01:48:39,264.0,24
C10562,2,2016-07-03 01:48:41,441.0,35
C08709,1,2016-07-03 01:50:32,492.0,9
C06208,1,2016-07-03 01:52:10,441.0,307
C00594,1,2016-07-03 01:52:44,325.0,34
C09579,2,2016-07-03 01:53:38,330.0,19
C02516,1,2016-07-03 01:54:30,123.0,33
C01387,1,2016-07-03 01:55:09,231.0,65
C11781,2,2016-07-03 01:55:31,433.0,12
